query,query_cluster,evidence_type,page,clicks,impressions,ctr,position,trend_3m,12m_clicks,12m_impressions,12m_ctr,12m_position,intent,commercial_value,content_match,recommended_action,implementation_type,scalability,difficulty,opportunity_score
google pe ratio chart,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/pe-ratio,0.0,1.0,0.0,34.0,impression-bearing,0.0,1.0,0.0,34.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
google pe ratio today,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/pe-ratio,0.0,1.0,0.0,37.0,impression-bearing,0.0,1.0,0.0,37.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
google peg ratio,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/pe-ratio,0.0,1.0,0.0,47.0,impression-bearing,0.0,1.0,0.0,47.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
google price earnings ratio,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/pe-ratio,0.0,1.0,0.0,44.0,impression-bearing,0.0,1.0,0.0,44.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
google stock price to earnings ratio,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/pe-ratio,0.0,1.0,0.0,44.0,impression-bearing,0.0,1.0,0.0,44.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
hban dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/HBAN/dividend-history,0.0,1.0,0.0,65.0,impression-bearing,0.0,1.0,0.0,65.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
hban dividend date,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/HBAN/dividend-history,0.0,1.0,0.0,63.0,impression-bearing,0.0,1.0,0.0,63.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
how many shares of google are there,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/shares-outstanding,0.0,1.0,0.0,100.0,impression-bearing,0.0,1.0,0.0,100.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
hss revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/JBSS/revenue,0.0,1.0,0.0,69.0,impression-bearing,0.0,1.0,0.0,69.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
huntington bank stock dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/HBAN/dividend-history,0.0,1.0,0.0,75.0,impression-bearing,0.0,1.0,0.0,75.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
insw dividend history,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/INSW/dividend-history,0.0,1.0,0.0,34.0,impression-bearing,0.0,1.0,0.0,34.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
international paper earnings,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/IP/eps,0.0,1.0,0.0,54.0,impression-bearing,0.0,1.0,0.0,54.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
kkr annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KKR/revenue,0.0,1.0,0.0,57.0,impression-bearing,0.0,1.0,0.0,57.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
kkr dividend date,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KKR/dividend-history,0.0,1.0,0.0,62.0,impression-bearing,0.0,1.0,0.0,62.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
kkr ex dividend date,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KKR/dividend-history,0.0,1.0,0.0,60.0,impression-bearing,0.0,1.0,0.0,60.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
kla annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KLAC/revenue,0.0,1.0,0.0,56.0,impression-bearing,0.0,1.0,0.0,56.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
korn ferry net worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KFY/revenue,0.0,1.0,0.0,34.0,impression-bearing,0.0,1.0,0.0,34.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
krc dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KRC/dividend-history,0.0,1.0,0.0,46.0,impression-bearing,0.0,1.0,0.0,46.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
krc dividend history,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/KRC/dividend-history,0.0,1.0,0.0,34.0,impression-bearing,0.0,1.0,0.0,34.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
lamb weston annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/LW/revenue,0.0,1.0,0.0,44.0,impression-bearing,0.0,1.0,0.0,44.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
lincoln electric annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/LECO/net-income,0.0,1.0,0.0,56.0,impression-bearing,0.0,1.0,0.0,56.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
lxp dividend history,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/LXP/dividend-history,0.0,1.0,0.0,79.0,impression-bearing,0.0,1.0,0.0,79.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
lyft net income,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/LYFT/revenue,0.0,1.0,0.0,65.0,impression-bearing,0.0,1.0,0.0,65.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
lyft revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/LYFT/revenue,0.0,1.0,0.0,53.0,impression-bearing,0.0,1.0,0.0,53.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
manpowergroup stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MAN/ebitda,0.0,1.0,0.0,76.0,impression-bearing,0.0,1.0,0.0,76.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
marathon petroleum stock dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MPC/dividend-history,0.0,1.0,0.0,59.0,impression-bearing,0.0,1.0,0.0,59.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
medical properties trust,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MPT/ebitda,0.0,1.0,0.0,95.0,impression-bearing,0.0,1.0,0.0,95.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
medical properties trust stock price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MPT/ebitda,0.0,1.0,0.0,88.0,impression-bearing,0.0,1.0,0.0,88.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
merck dividends,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MRK/dividend-history,0.0,1.0,0.0,68.0,impression-bearing,0.0,1.0,0.0,68.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
mirion technologies revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MIR/net-income,0.0,1.0,0.0,60.0,impression-bearing,0.0,1.0,0.0,47.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
moh stock dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MOH/dividend-history,0.0,1.0,0.0,33.0,impression-bearing,0.0,1.0,0.0,33.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
moh stock earnings date,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MOH/eps,0.0,1.0,0.0,50.0,impression-bearing,0.0,1.0,0.0,50.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
mondelez net worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MDLZ/revenue,0.0,1.0,0.0,47.0,impression-bearing,0.0,1.0,0.0,47.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
motorola solutions annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MSI/revenue,0.0,1.0,0.0,35.0,impression-bearing,0.0,1.0,0.0,35.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
mrk dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MRK/dividend-history,0.0,1.0,0.0,65.0,impression-bearing,0.0,1.0,0.0,65.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
mrk next dividend date,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MRK/dividend-history,0.0,1.0,0.0,69.0,impression-bearing,0.0,1.0,0.0,69.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
net income google,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOG/net-income,0.0,1.0,0.0,79.0,impression-bearing,0.0,1.0,0.0,66.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
net income google,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/net-income,0.0,1.0,0.0,66.0,impression-bearing,0.0,1.0,0.0,66.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
net income of google,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOG/net-income,0.0,1.0,0.0,79.0,impression-bearing,0.0,1.0,0.0,52.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
netflix annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NFLX/revenue,0.0,1.0,0.0,60.0,impression-bearing,0.0,1.0,0.0,60.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
netflix revenue per year,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NFLX/revenue,0.0,1.0,0.0,71.0,impression-bearing,0.0,1.0,0.0,71.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
netflix stock 2007,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NFLX/revenue,0.0,1.0,0.0,58.0,impression-bearing,0.0,1.0,0.0,58.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
new york times annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NYT/net-income,0.0,1.0,0.0,62.0,impression-bearing,0.0,1.0,0.0,62.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
new york times financials,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NYT/shares-outstanding,0.0,1.0,0.0,86.0,impression-bearing,0.0,1.0,0.0,86.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
nflx revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NFLX/revenue,0.0,1.0,0.0,39.0,impression-bearing,0.0,1.0,0.0,39.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
njr,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NJR/revenue,0.0,1.0,0.0,70.0,impression-bearing,0.0,1.0,0.0,70.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
nxp aktie dividende,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NXPI/dividend-history,0.0,1.0,0.0,83.0,impression-bearing,0.0,1.0,0.0,83.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
nxp dividende,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/NXPI/dividend-history,0.0,1.0,0.0,78.0,impression-bearing,0.0,1.0,0.0,78.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
nyse dlr dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DLR/dividend-history,0.0,1.0,0.0,88.0,impression-bearing,0.0,1.0,0.0,88.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
nyse wfc dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/WFC/dividend-history,0.0,1.0,0.0,52.0,impression-bearing,0.0,1.0,0.0,52.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
organon stock dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/OGN/dividend-history,0.0,1.0,0.0,51.0,impression-bearing,0.0,1.0,0.0,51.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
outstanding shares of google,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL/shares-outstanding,0.0,1.0,0.0,53.0,impression-bearing,0.0,1.0,0.0,53.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
p/e ratio of amazon,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AMZN/pe-ratio,0.0,1.0,0.0,52.0,impression-bearing,0.0,1.0,0.0,52.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
palantir dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/PLTR/dividend-history,0.0,1.0,0.0,64.0,impression-bearing,0.0,1.0,0.0,64.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
palantir stock dividend,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/PLTR/dividend-history,0.0,1.0,0.0,55.0,impression-bearing,0.0,1.0,0.0,55.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
pe ratio dow jones,valuation,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DOW/pe-ratio,0.0,1.0,0.0,79.0,impression-bearing,0.0,1.0,0.0,79.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
porfree,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/POR/free-cash-flow,0.0,1.0,0.0,82.0,impression-bearing,0.0,1.0,0.0,82.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
price earnings ratio dow jones,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/DOW/pe-ratio,0.0,1.0,0.0,86.0,impression-bearing,0.0,1.0,0.0,86.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
revenue of genpact,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/G/revenue,0.0,1.0,0.0,73.0,impression-bearing,0.0,1.0,0.0,73.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",3,2,16.12
sbsi,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SBSI/revenue,0.0,1.0,0.0,44.0,impression-bearing,0.0,1.0,0.0,44.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/BILL/net-income,0.0,1.0,0.0,89.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/CXM/dividend-history,0.0,1.0,0.0,80.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/EVTC/revenue,0.0,1.0,0.0,63.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MAS/shares-outstanding,0.0,1.0,0.0,45.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SLGN/pe-ratio,0.0,1.0,0.0,79.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",3,2,16.12
